id,title,role,constituent,classification,medium,date
185795,"Left Hand, Cartonnage",,,Sculpture,"Wood, cartonnage, pigment",ca. 1292-945 B.C.E.
185801,Right Fist Holding Folded Cloth,,,Sculpture,"Wood, plaster, pigment",ca. 1075-656 B.C.E.
185802,Left Fist Holding Folded Cloth,,,Sculpture,"Wood, gesso, pigment",ca. 1075-656 B.C.E.
185804,Beard from a Coffin,,,Sculpture,"Wood, pigment",ca. 1075-712 B.C.E.
187023,"The Liberation of T.O.: ""I'm not goin' back to work for massa' in dat darned field!"" 2003/2005",Artist,Hank Willis Thomas,Photograph,Chromogenic photograph,2003/2005
208840,Divine Rebellion,Artist,Shirin Neshat,Photograph,Acrylic on laser-exposed gelatin silver photograph,2012
209320,Biomorphic Sculpture,Artist,Katsumata Chieko,Ceramic,Glazed stoneware encrusted with chamotte (crushed fired porcelain),2011
217636,Chandelier,,,Light,"Gilded copper, glass",
223020,Meeting After 20 Years,Artist,Chen Yujun,Painting,Watercolor and acrylic on paper,2007-2008
223023,The First Month of the Lunar Year No. 8,Artist,Chen Yujun,Painting,Watercolor and acrylic on paper,2007-2008
223027,The First Month of the Lunar Year No. 2,Artist,Chen Yujun,Painting,Watercolor and acrylic on paper,2007-2008
223029,The First Month of the Lunar Year No. 6,Artist,Chen Yujun,Painting,Watercolor and acrylic on paper,2007-2008
223030,Useless Pile,Artist,Chen Yujun,Painting,Watercolor and acrylic on paper,2007-2008
6140,Bowl,Culture,Ainu,Vessel,Wood,
7206,Bell Bowl,,,,Glass,ca. 1735-1785
8041,Chest of Drawers,,,Furniture,Walnut veneer,ca. 1720
8597,Looking Glass,,,Furniture,Mahogany,circa 1750
8693,Side Chair,,,Furniture,"Cherry, maple",ca. 1740-1750
8694,Side Chair,,,Furniture,Cherry,1740-1750
8780,Side Chair,,,Furniture,Oak,ca. 1650
9759,Armchair,,,Furniture,Oak and cane,17th century
9762,Cellaret,,,,Wood,ca. 1750-1775
10511,Dressing Table,,,,Walnut,ca. 1740-1750
23067,Looking Glass,Culture,American,Furnishing,"Glass, walnut",ca. 1710
24492,Side Board Table,Culture,American,Furniture,"Marble, walnut",18th century
24674,Sofa,,,Furniture,Damask,ca. 1760
26078,Porringer,,,Food/Drink,Pewter,late 18th-early 19th century
32830,Pair of Sheffield Candlesticks,,,Furnishing,Silver,ca. 1800
38062,Manjushri,,,Sculpture,Gilded copper,18th-19th century
38499,Rocking Chair,,,Furniture,"Wood, Paint, rush",18th century
50563,Side chair (reception) (Elizabethan-revival style),Culture,American,Furniture,"Mahogany, original upholstery",
50644,The Knight's Return,Artist,Unknown,Painting,Oil on canvas,
50645,The Combat,Artist,Unknown,Painting,Oil on canvas,
52676,Standing Figure Representing Virgin Mary with Hands Outstretched,Artist,Unknown,Sculpture,Wood,
52677,Standing Figure of San Antonio with Christ Child in One Hand,Artist,Unknown,Sculpture,Wood,
52678,Carved Figure Representing St. Lazarus,Artist,Unknown,Sculpture,Wood,
52919,Huamanga Stone Figure of Virgin,Artist,Unknown,Sculpture,Stone,
52920,Standing Figure of San Antonio de Padua,Artist,Unknown,Sculpture,Huamanga Stone,
52941,Plaque,Artist,Unknown,Sculpture,Carved wood,
53371,(Virgin as Queen of Heaven),Artist,Unknown,Painting,Oil on panel,
53372,(St. Francis Helping Beggar),Artist,Unknown,Painting,Oil on panel,
53804,Slant-top Desk,Culture,American,Furniture,Walnut,18th century
54405,"Santo de Bulto, St. Joseph and the Christ Child",Artist,Jose Benito Ortega,Sculpture,Wood; pigment,
54406,"Santo de Bulto, San Miguel",,,Sculpture,"Wood, pigment",late 19th century
55067,Jar,Culture,American,Ceramic,Earthenware,early 19th century
55068,Jar,Culture,American,Ceramic,Earthenware,early 19th century
55425,Bust of Male Saint; Joseph?,Artist,Unknown,Sculpture,"Wood, pigment",
55944,Vase,Designer,Jacques Sicard,Ceramic,Luster-glazed earthenware,1901-1907
57273,Game of Lotto (Cards and Discs),,,"Recreation, Toys, Games","Tin, glass",1880s
57286,Print of Christ Child,Artist,Unknown,Print,Wood and silver frame,
57647,Flagon,Maker,Johann Christopher Heyne,Food/Drink,Pewter,1742-1780
57660,Print Mug,Artist,Unknown,,,
57774,Side Chair,Maker,T. Brooks & Company,Furniture,Walnut wood,
58457,El Velo de Santa Veronica,Culture,Mexican,Painting,Painting on fabric,
58491,Our Lady of Mt. Carmel (Nuestra Senora del Carmen?),Culture,Mexican,Painting,Paint on fabric (as per D. Leibold 8/02),
58624,Cross with head of Christ at center,Artist,Unknown,Sculpture,Painted stone,
58653,Coal Hod,Culture,American,Fire/Heat,Copper,19th century
59368,Clock,,,"Time, Calendar",Brass,ca. 1880
59369,"Candelabra, One of Pair",,,Light,"Silver, gilt",ca. 1880
59370,"Candelabra, One of Pair",,,Light,"Silver, gilt",ca. 1880
61946,The Passion of Christ,Artist,Unknown,Sculpture,"Wood, fabric cord",
64032,Stool,Culture,American,Furniture,Walnut,
64095,Gravy Boat and Plate,,,,"Porcelain, Chinese export ware. 
50.141.96c, oval plate, interior center has shield with the initials 'SJ' in gold.",1790-1810
65154,Bowl,,,Ceramic,Faience,mid 18th century
65436,Sugar Bowl with Cover,,,,Bone China,late 18th-early 19th century
65437,Tray,,,,Bone China,late 18th-early 19th century
67559,Mantel Valence,Culture,American,,"Beads, Blue Damask, Wood support",
68293,Goblet,Maker,Galassi Workshop,Food/Drink,"Hardstone, silver alloy",
69848,Container in the Shape of a Turkey,,,Vessel,Silver alloy and red stones,early 19th century
70482,Bowl,Culture,Roman,Vessel,Faience,30 B.C.E.-first century C.E.
75371,Argand Lamp,,,Light,Silver plated,ca. 1880
76482,"Table, Model B19",Maker,Marcel Breuer,Furniture,"Chromium plated tubular steel, glass",ca. 1928
77389,Mirror,,,,Glass with gesso frame,
79215,High-back Side Chair,,,Furniture,Walnut,
79217,High-back Side Chair,,,Furniture,Walnut,
80042,Dish,,,Food/Drink,Porcelain,ca. 1755
100543,Panel of Four Tiles,,,Tiles,Decorated ceramic,ca.1830-1840
107711,Bodhisattva Manjushri,,,Sculpture,Gilt copper inlaid with turquoise and coral,10th-11th century
112414,Park Bench from Coney Island Boardwalk,Maker,J.W. Fiske Co.,Architectural Element,"Wood and cast iron, painted green",ca. 1918
124529,Side Chair,,,Furniture,Mahogany,ca. 1855
139730,Palden Lha-Mo (Sri Devi) on a Mule,,,Sculpture,Bronze,19th century
149289,Seated Monastic Figure,,,Sculpture,Gilt bronze,ca. 1600
159011,Dish,,,Food/Drink,Glass,ca. 19th century
160247,"One of a Set of Four Measures, Baluster Type",,,,Pewter,1833
160679,Pitcher,Maker,Copeland,Ceramic,Glazed stoneware,ca. 1850
160680,Pitcher,Maker,Worcester Royal Porcelain Co.,Ceramic,Glazed stoneware,19th century
160696,Pitcher,Maker,William Brownfield,Ceramic,Glazed stoneware,1851-1871
165751,Jug,Manufacturer,William Brownfield,Ceramic,Glazed and unglazed stoneware,Patented 30th April 1856
179900,Park Bench from Coney Island Boardwalk,Maker,J.W. Fiske Co.,Architectural Element,"Wood and cast iron, painted green",ca. 1918
189252,OLPC XO Laptop,Designer,Yves Behar,Tool,"Polycarbonate/Acrylonitrile Butadiene Styrene (PC/ABS), rubber",2006
189266,Leaf Lamp,Designer,Yves Behar,Light,"Aluminum, LED",Designed: 2006; Manufactured: June 22 2009.
194005,"Teardrop Candlestick, model 7792",Maker,"Steuben Glass, a division of Corning Glass Works, 1903-2011",Fire/Heat,Colorless glass,"Designed 1937, manufactured 1937-2002"
194238,"Plate ""The City of Brooklyn- Brooklyn Waterfront below Brooklyn Bridge""",Designer,Susan Doban,Ceramic,Porcelain,Designed and manufactured 2010
194239,"Plate ""The City of Brooklyn- Brooklyn Navy Yard""",Designer,Susan Doban,Ceramic,Porcelain,Designed and manufactured 2010
194240,"Plate ""The City of Brooklyn- Brooklyn Bridge""",Designer,Susan Doban,Ceramic,Porcelain,Designed and manufactured 2010
197190,"Serving Fork, Daffodil Pattern",Manufacturer,1847 Rogers Brothers,Food/Drink,Silverplate,ca. 1905
197434,Seconds Plate Small,Designer,Jason Miller,Ceramic,Glazed earthenware,2004
197436,Seconds Plate Large,Designer,Jason Miller,Ceramic,Glazed earthenware,2004
197442,Seconds Bowl,Artist,Jason Miller,Ceramic,Glazed earthenware,2004
197443,"""Ogel"" Vase",Artist,Jason Miller,Ceramic,Glazed and unglazed earthenware,2004
197444,"""Ogel"" Vase",Artist,Jason Miller,Ceramic,Glazed and unglazed earthenware,2004
197445,"""Ogel"" Vase",Artist,Jason Miller,Ceramic,Glazed and unglazed earthenware,2004
197446,"""Ogel"" Vase, Prototype",Artist,Jason Miller,Vessel,"Plastic, plaster",2004
197447,Beautifully Broken Vase,Designer,Jason Miller,Vessel,"Colorless and colored glass, epoxy",2004
197448,Seconds Teapot,Artist,Jason Miller,Ceramic,Glazed earthenware,2004
197488,"""Moonbeam"" Clock",Manufacturer,"Westclox, a division of Western Clock Co.","Time, Calendar","Plastic, brass, other metals, rubber electric cord, and plug",Introduced 1949
198920,Distortion Candlestick,Designer,Paul Loebach,Fire/Heat,Resin and marble,ca. 2010
198921,Distortion Candlestick,Designer,Paul Loebach,Fire/Heat,Resin and marble,ca. 2010
208299,Soup Plate,Maker,Union Porcelain Works,Ceramic,Porcelain,1887
224496,Bia Eélisaash / Large Stomach Woman (Pregnant Woman) / Two Belly,Artist,Wendy Red Star,Photograph,Inkjet print,2014
224717,Bia Eélisaash / Large Stomach Woman (Pregnant Woman) / Two Belly,Artist,Wendy Red Star,Photograph,Inkjet print,2014
224909,Figure of Standing Seokga (Shakyamuni) Buddha,,,Sculpture,Gilt bronze,First half of 6th century
224914,Buddhist Reliquary,,,Ceremonial,"Gilt bronze, glass",ca. 8th century
8800,6 Hepplewhite Side Chairs,,,Furniture,,19th century
10255,Baluster Back Chair With Carved Cresting,,,Furniture,,ca. 1700
26876,Side Chair,,,Furniture,,ca. 1775
26877,Side Chair,,,Furniture,,ca. 1775
30858,Chair,,,Furniture,Mahogany,18th century
37107,New Year's Bottle,,,Vessel,Faience,
48870,Snow Goggles,Culture,Native Alaskan,Clothing,"Wood, cord",19th or early 20th century
51977,Tall Candle Stand,Culture,American,Fire/Heat,Iron,
51978,Queen Anne Looking Glass,Culture,American,Furnishing,Glass,
57613,Beaker,Maker,Samuel Danforth,,Pewter,
58432,"Crucifijo, Nuestro Senor de Chalma",Culture,Mexican,Painting,,
58436,"Crucifijo, Nuestro Senor de Chalma",Culture,Mexican,Painting,,
58485,San Mateo,Artist,Unknown,Painting,,
59375,Pair of Andirons,,,Fire/Heat,Bronze,
59376,"Hanging Wall Cabinet, One of Pair",Designer and Maker,George A. Schastey,,"Lacquer with gold decoration, glass",
59378,Fender,,,Fire/Heat,Bronze,
64018,Side Chair,,,Furniture,Walnut,
66832,Pairs of Andirons,,,Fire/Heat,Brass,18th century
67386,"President Lincoln & his Cabinet, Reading of the Emancipation Proclamation",Publisher,"Hensel & Co., Goff & Brother",Print,Engraving,
70728,Untitled (Abstract),Artist,Michail Larionov,Print,Lithograph two colors on laid paper,
72714,Silhouette of Bust Portrait of Old Lady,Maker,Miers,,paper,
72833,Fragmentary Water Clock,,,Sculpture,Basalt,332 B.C.E.-305 B.C.E.
73842,Miniature Washstand,Culture,American,Furniture,Painted pine,ca. 1835
73843,Miniature Basin,Culture,American,Ceramic,Porcelain,ca. 1835
76554,Allegorical Figure of America from the Four Continents,Maker,Bow Porcelain Factory,Ceramic,Porcelain,
76556,Allegorical Figure of Africa from the Four Continents,Maker,Bow Porcelain Factory,Ceramic,Porcelain,
82136,Small Jug,Maker,Lowestoft Porcelain Factory,Food/Drink,Porcelain,
82140,Cream Boat,Maker,Lowestoft Porcelain Factory,Food/Drink,Porcelain,
82143,Leaf-Shaped Sweet Meat Dish,Maker,Bow Porcelain Factory,,Porcelain,
90670,"Lamp Post, one of two, from Steeplechase Park, Coney Island, Brooklyn",Artist,Unknown,Architectural Element,Cast iron,ca. 1900
96360,Panel of Tiles,,,Tiles,Ceramic (cuerda seca),18th century
98346,Two Small Sea Gulls,,,Sculpture,"Pine, pigment",ca. 1880
98350,Two Wild Boars,,,Sculpture,"Pine, pigment",ca. 1880
98352,"Two Human Beings, Man and Woman",,,Sculpture,"Pine, pigment",ca. 1880
98353,Four Hyenas,,,Sculpture,"Pine, pigment",ca. 1880
98354,Two Hyenas,,,Sculpture,"Pine, pigment",ca. 1880
98357,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98364,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98365,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98371,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98377,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98379,Two Birds,,,Sculpture,"Pine, pigment",ca. 1880
98388,Eight Monkeys,,,Sculpture,"Pine, pigment",ca. 1880
98389,"Two Peafowl, Peacock and Peahen",,,Sculpture,"Pine, pigment",ca. 1880
98390,"Four Dogs, Chihuahuas",,,Sculpture,"Pine, pigment",ca. 1880
98392,Two Hound Dogs,,,Sculpture,"Pine, pigment",ca. 1880
98395,Eight Dogs,,,Sculpture,"Pine, pigment",ca. 1880
98405,Two Foxes,,,Sculpture,"Pine, pigment",ca. 1880
98411,Two Foxes,,,Sculpture,"Pine, pigment",ca. 1880
98414,Two Reindeer,,,Sculpture,"Pine, pigment",ca. 1880
98418,Two Bears,,,Sculpture,"Pine, pigment",ca. 1880
98419,Six Lions,,,Sculpture,"Pine, pigment",ca. 1880
98424,Two Goats with Curved Horns,,,Sculpture,"Pine, pigment",ca. 1880
98428,Four Rabbits,,,Sculpture,"Pine, pigment",ca. 1880
98431,Two Horses,,,Sculpture,"Pine, pigment",ca. 1880
98433,Two Dromedaries,,,Sculpture,"Pine, pigment",ca. 1880
98437,Two Greenish Cats,,,Sculpture,"Pine, pigment",ca. 1880
98442,Two White Lambs,,,Sculpture,"Pine, pigment",ca. 1880
98445,Two Swine,,,Sculpture,"Pine, pigment",ca. 1880
98446,Two Oxen,,,Sculpture,"Pine, pigment",ca. 1880
98448,Two Buffaloes,,,Sculpture,"Pine, pigment",ca. 1880
98449,Two Elephants,,,Sculpture,"Pine, pigment",ca. 1880
98453,Two Tan Rats,,,Sculpture,"Pine, pigment",ca. 1880
98454,Two Mice,,,Sculpture,"Pine, pigment",ca. 1880
98455,Two Groundhogs,,,Sculpture,"Pine, pigment",ca. 1880
113572,Mohammed Ali Mosque in Cairo,Maker,Pascal Sébah,Photograph,Albumen silver photograph,late 19th century
120751,Tubular Needle Case with incised decorations,Culture,Eskimo,Tool,"Ivory, hide",late 19th-early 20th century
120914,Coverlet,Culture,American,Textile,"Wool, cotton",ca. 1825-1850
124549,"""Biggin"" Coffee Pot",Maker,Gale and Willis,Food/Drink,Silver,ca. 1865
160691,Pitcher,,,Ceramic,Glazed stoneware,ca. 1865
165870,"Tupperware Pitcher with Lid, Millionaire Line",Artist,Earl Silas Tupper,Food/Drink,polyethylene,
165871,"Tupperware Drinking Cup, Millionaire Line",Artist,Earl Silas Tupper,Food/Drink,Polyethylene,
166008,Entry Banners,Artist,Judy Chicago,Sculpture,Cloth,1974-1979
166490,Slinky Toy and Box,Artist,Richard James,"Recreation, Toys, Games","Metal, printed cardboard",designed 1945
168071,Figure with Movable Arms and Legs,Culture,Inuit,Sculpture,"Bone, cord",1950-1980
168072,Figure with Movable Arms and Legs,Culture,Inuit,Sculpture,"Bone, cord",1950-1980
168089,Standing Bird,Culture,Inuit,Sculpture,Ivory,1950-1980
186991,"Kama Mama, Kama Binti (Like Mother, Like Daughter) 1971/2008",Artist,Hank Willis Thomas,Photograph,Digital print,1971/2008
186995,Viceroy 1975/2008,Artist,Hank Willis Thomas,Photograph,Digital print,1975/2008
186998,Smokin' Joe Ain't J'mama 1978/2006,Artist,Hank Willis Thomas,Photograph,Digital print,1978/2006
186999,So Glad We Made It 1979/2006,Artist,Hank Willis Thomas,Photograph,Digital print,1979/2006
187000,Many Happy Returns 1980/2007,Artist,Hank Willis Thomas,Photograph,Digital print,1980/2007
187005,",,, and the rest was her story 1985/2007",Artist,Hank Willis Thomas,Photograph,Digital print,1985/2007
187007,Let Beauty Go to Your Head 1987/2007,Artist,Hank Willis Thomas,Photograph,Digital print,1987/2007
187010,Alive with Pleasure 1990/2007,Artist,Hank Willis Thomas,Photograph,Digital print,1990/2007
187011,Jungle Fever 1991/2007,Artist,Hank Willis Thomas,Photograph,Digital print,1991/2007
187019,Oh Behave: Smooth Exotic Vivid Taste 1999/2006,Artist,Hank Willis Thomas,Photograph,Digital print,1999/2006
187021,Once Upon a Time in America There Were No Slaves 2001/2006,Artist,Hank Willis Thomas,Photograph,Digital print,2001/2006
187024,Don't Let Them Catch You! 2004/2006,Artist,Hank Willis Thomas,Photograph,Digital print,2004/2006
189895,Bozzetto of Pioneer Mother for Pioneer Monument,Artist,Frederick William MacMonnies,Sculpture,Painted plaster,ca. 1906-1910
197430,Duct Tape Chair,Designer,Jason Miller,Furniture,"Wood, cotton-wool textile, leather",2006
211635,Three Graces,Manufacturer,Cornelius & Baker,Light,Cast bronze,ca. 1850
222029,No Sign of the World,Artist,Matthew Ritchie,Painting,Oil and marker on canvas,2004
224608,Ginza Cabinet,Designer,Masanori Umeda,Furniture,"Wood, pigment, laminate, chromium-plated steel",1982
224861,Figure of Standing Medicine Buddha (Bhaishajyaguru),,,,Gilt bronze,ca. 8th century
224925,Chest with Grapevine and Squirrel Motif,,,Furnishing,"Lacquered wood, mother of pearl, paper",18th century
224978,Lobed Vase,,,Ceramic,Glazed stoneware,12th century
7616,Ogee Bowl,,,,Glass,ca. 1765
17674,Santa de Retablo,,,Painting,Tempera on gessoed wood,
26489,Dish,,,Ceramic,Salt glazed stoneware,mid-18th century
28817,Side Chair,,,Furniture,Mahogany,
28893,Chippendale Chair,,,Furniture,,ca. 1760
30857,Chair,,,Furniture,,18th century
51979,Armchair,Culture,American,Furniture,,
51980,Side Chair,Culture,American,Furniture,,
53366,Sewing Cabinet,,,,Papier-mache,
57493,Mug,,,Food/Drink,Glazed red earthenware,
57636,Flat-Top Tankard,Maker,William J. Elsworth,,,
57638,Teapot,Maker,Timothy Brigden,,,
57668,Footed Bowl with Unidentified IH Touch,,,,Pewter,
65432,Cup and Saucer,,,Food/Drink,Bone China,
65433,Cup and Saucer,,,Food/Drink,Bone China,
65434,Creamer,,,,Bone China,
65435,Coffee Pot with Top,,,,Bone China,
65744,Fender with Fire Tools and Andirons,,,Fire/Heat,Brass,
75372,Argand Lamp,,,Light,Silver plated,
79216,High-back Side Chair,,,Furniture,Walnut,
122995,Bowl,,,Vessel,"Terracotta, pigment",
207336,Footed Bowl,Artist,Gertrud Natzler,Ceramic,Glazed earthenware,ca. 1958
208866,"Stereograph: Chester Cathedral, Chester, England",,,,,
208871,"Stereograph: Martyrs' Memorial, Oxford, England",,,,,
210171,"""Leaf"" Chair",Designer,Alexander Gendell,Furniture,"Aluminum composite, stainless steel, synthetic textile","designed 2009, manufactured beginning 2012"
224427,Footed Tray,,,Furnishing,Lacquered wood and basketry,18th-19th century
224429,Tiered Food Container (Jiriroko),,,Food/Drink,"Lacquered wood, inlaid with mother of pearl",17th-18th century
9891,Girdle of Isis as Amulet,,,Accessory,Faience,
28606,Table with Scalloped Corners,,,Furniture,,
28607,Table with Scalloped Corners,,,Furniture,,
57654,Quart Tankard,,,Food/Drink,,
57675,"Dish, Marked Semper Eadem",,,,,
120598,Robe,,,Clothing,Silk and cotton,19th century
133041,Storage Basket,Culture,Yurok,Furnishing,Fiber,
